"PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"213451_x_at",-1.69411374958093,9.6217209533271,-19.0028414115343,2.66753655171546e-36,1.38234225539246e-33,72.1435097296718,"TNXA","tenascin XA (pseudogene)"
"213451_x_at",-1.69411374958093,9.6217209533271,-19.0028414115343,2.66753655171546e-36,1.38234225539246e-33,72.1435097296718,"TNXB","tenascin XB"
"208981_at",-1.68890249667136,10.1527935483178,-20.6039872256387,2.72404762746269e-39,3.03499766413756e-36,78.9644387974905,"PECAM1","platelet and endothelial cell adhesion molecule 1"
"207761_s_at",-1.68517177466397,10.1482733731308,-15.667603750058,1.27647605127158e-29,1.97525804517254e-27,56.8763954915415,"TMT1A","thiol methyltransferase 1A"
"212187_x_at",-1.67342735662949,10.875755996271,-12.6226454097721,5.0922673216174e-23,3.0918526628774e-21,41.7654948292558,"PTGDS","prostaglandin D2 synthase"
"209301_at",-1.66988079767699,8.20784104540187,-10.8801050758162,4.40034752331481e-19,1.5613526092679e-17,32.7546699724777,"CA2","carbonic anhydrase 2"
"205700_at",-1.66925349489198,8.74740915185047,-11.2479611721363,6.40622434103089e-20,2.62407898880867e-18,34.6696788293187,"HSD17B6","hydroxysteroid 17-beta dehydrogenase 6"
"218876_at",-1.66846222209148,8.24344894736449,-11.8954577059962,2.18805103116578e-21,1.0692180071813e-19,38.026470207239,"TPPP3","tubulin polymerization promoting protein family member 3"
"203324_s_at",-1.66521676833392,9.09088575496262,-8.9374726696418,1.16733714171057e-14,2.13211258432267e-13,22.644255191586,"CAV2","caveolin 2"
"209774_x_at",-1.66194552462984,9.80481272228037,-6.80209522059249,5.87461723071554e-10,5.07576951345616e-09,11.9461974699768,"CXCL2","C-X-C motif chemokine ligand 2"
"221748_s_at",-1.65817753771956,11.2853584867196,-16.2935887770013,6.39769425505647e-31,1.17818033954895e-28,59.8503319099671,"TNS1","tensin 1"
"201496_x_at",-1.6575272639539,6.05496399807477,-11.8733761987112,2.45414700064871e-21,1.18882081772729e-19,37.9123681646564,"MYH11","myosin heavy chain 11"
"215059_at",-1.65740847972027,6.97625915472897,-13.5319679111498,4.91590075519165e-25,3.89825681594076e-23,46.3798934190509,NA,NA
"216333_x_at",-1.65222290862421,9.56956226775701,-18.928474696783,3.70170186190928e-36,1.8330005019761e-33,71.8187363565428,"TNXB","tenascin XB"
"216333_x_at",-1.65222290862421,9.56956226775701,-18.928474696783,3.70170186190928e-36,1.8330005019761e-33,71.8187363565428,"TNXA","tenascin XA (pseudogene)"
"205433_at",-1.65197856742294,6.66769641798131,-14.1316686773397,2.40820238639118e-26,2.43221386454235e-24,49.3789788708643,"BCHE","butyrylcholinesterase"
"213417_at",-1.64800139493702,8.08226744546729,-14.8205442627741,7.904513501177e-28,9.8400153266328e-26,52.7757003129395,"TBX2","T-box transcription factor 2"
"209656_s_at",-1.64787484520092,9.41515298788785,-11.2597058555049,6.02448201450146e-20,2.47849421647659e-18,34.7307426409924,"TMEM47","transmembrane protein 47"
"211748_x_at",-1.64669974969599,11.1245151094019,-12.411268121514,1.5130776073433e-22,8.62299445637614e-21,40.6826324486076,"PTGDS","prostaglandin D2 synthase"
"205654_at",-1.64245145183356,10.6634476558411,-8.22194005127298,4.73789481661394e-13,6.82888164285953e-12,18.9766547878997,"C4BPA","complement component 4 binding protein alpha"
"219869_s_at",-1.64111765225546,9.11363129816822,-11.5507559369128,1.31697698498162e-20,5.86923963126909e-19,36.2420877222621,"SLC39A8","solute carrier family 39 member 8"
"218656_s_at",-1.64104560238811,9.18951035386916,-14.1071117219647,2.72275724284061e-26,2.7329369208206e-24,49.2569169800452,"LHFPL6","LHFPL tetraspan subfamily member 6"
"220765_s_at",-1.6278048224328,8.32889506258878,-17.4159618654917,3.37542472999171e-33,8.54711241572787e-31,65.0580550613743,"LIMS2","LIM zinc finger domain containing 2"
"205683_x_at",-1.62589041671781,10.4868115956729,-7.9577775538309,1.83159604396319e-12,2.37840644799719e-11,17.6392723619972,"TPSAB1","tryptase alpha/beta 1"
"205683_x_at",-1.62589041671781,10.4868115956729,-7.9577775538309,1.83159604396319e-12,2.37840644799719e-11,17.6392723619972,"TPSB2","tryptase beta 2"
"219250_s_at",-1.61339603376742,8.87350448250467,-8.78707908910925,2.55279607685764e-14,4.44058977210139e-13,21.8688643397805,"FLRT3","fibronectin leucine rich transmembrane protein 3"
"207134_x_at",-1.59891543407143,9.44368607449533,-7.87643130440859,2.77193065372759e-12,3.51547699243096e-11,17.2296651433164,"TPSB2","tryptase beta 2"
"207134_x_at",-1.59891543407143,9.44368607449533,-7.87643130440859,2.77193065372759e-12,3.51547699243096e-11,17.2296651433164,"TPSAB1","tryptase alpha/beta 1"
"220027_s_at",-1.5948044447843,8.95697209902804,-19.3270991930978,6.44485989836462e-37,3.88137332743943e-34,73.5512834640572,"RASIP1","Ras interacting protein 1"
"201843_s_at",-1.58800157398874,8.5769425588972,-11.0681432359109,1.64221467200391e-19,6.29835964479571e-18,33.7341157435074,"EFEMP1","EGF-like fibulin extracellular matrix protein 1"
"204787_at",-1.58396484389902,10.0212424217196,-11.5595444669883,1.2579608056088e-20,5.61746305238095e-19,36.2876623652387,"VSIG4","V-set and immunoglobulin domain containing 4"
"220266_s_at",-1.58262550324561,8.25742837657944,-12.3462113424416,2.11704581991441e-22,1.17935330012882e-20,40.3486599363794,"KLF4","KLF transcription factor 4"
"220677_s_at",-1.58153842644088,6.41484446175701,-17.7590170819885,7.01355587058267e-34,2.14086391046841e-31,66.6174377422895,"ADAMTS8","ADAM metallopeptidase with thrombospondin type 1 motif 8"
"219689_at",-1.57959168466221,8.02362532016822,-13.6251215775062,3.06954127496318e-25,2.47820971847842e-23,46.8481900625648,"SEMA3G","semaphorin 3G"
"212741_at",-1.57752404202886,10.7404542603364,-11.1404829865884,1.12433201448817e-19,4.43424606705132e-18,34.1106261781149,"MAOA","monoamine oxidase A"
"201497_x_at",-1.57599440856017,11.1018994864299,-13.4680534130218,6.79441932500844e-25,5.33098752884377e-23,46.0580852623304,"MYH11","myosin heavy chain 11"
"207519_at",-1.57214305093877,8.6685278417757,-10.5680673295664,2.26327586259535e-18,7.1956213337667e-17,31.127559943194,"SLC6A4","solute carrier family 6 member 4"
"204438_at",-1.57206167237544,10.2102051401121,-9.46428703632394,7.44177262497766e-16,1.62573548433703e-14,25.3739214367473,"MRC1","mannose receptor C-type 1"
"216474_x_at",-1.56797493884096,10.1150420208505,-8.01968679052636,1.33532061521751e-12,1.77112793267213e-11,17.9517364979628,"TPSAB1","tryptase alpha/beta 1"
"216474_x_at",-1.56797493884096,10.1150420208505,-8.01968679052636,1.33532061521751e-12,1.77112793267213e-11,17.9517364979628,"TPSB2","tryptase beta 2"
"219315_s_at",-1.56459095403237,8.94841990049533,-15.3709723877868,5.36145590784444e-29,7.60951095506354e-27,55.4502142963756,"TMEM204","transmembrane protein 204"
"210004_at",-1.56392297956404,7.69539075631776,-9.11752606739615,4.56456659530342e-15,8.81388539368683e-14,23.5750624690231,"OLR1","oxidized low density lipoprotein receptor 1"
"206170_at",-1.55968887991378,9.0472304088972,-14.0966241924492,2.8693739341502e-26,2.84170041665195e-24,49.2047681316045,"ADRB2","adrenoceptor beta 2"
"219213_at",-1.55913243015763,8.58306221443925,-21.0714013452049,3.87177456792714e-40,6.21895414082433e-37,80.8946227226976,"JAM2","junctional adhesion molecule 2"
"219682_s_at",-1.55722907598452,7.96180289968224,-14.3313620185942,8.89598969781951e-27,9.48465734145991e-25,50.3691167076269,"TBX3","T-box transcription factor 3"
"207526_s_at",-1.55703094380542,7.85859839816822,-6.98905261977563,2.35511722704352e-10,2.1658719426418e-09,12.8460743955596,"IL1RL1","interleukin 1 receptor like 1"
"34210_at",-1.55702804624103,9.17318306672897,-9.85160837226738,9.75676103236484e-17,2.4400662860178e-15,27.3900858781181,"CD52","CD52 molecule"
"204249_s_at",-1.55373852504011,8.45476076149533,-14.4451526340781,5.05356776907094e-27,5.65872616071396e-25,50.9313464851536,"LMO2","LIM domain only 2"
"209614_at",-1.55150138764497,6.97818220730841,-20.206855523849,1.45947221787307e-38,1.25082382426407e-35,77.3030030924254,"ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide"
"219295_s_at",-1.54752108682513,5.81089559748598,-11.2977404518508,4.93773514821e-20,2.05658976275819e-18,34.9284569101001,"PCOLCE2","procollagen C-endopeptidase enhancer 2"
"219747_at",-1.54721844073048,9.93195520625234,-10.1886928955412,1.66074195388012e-17,4.68434341244439e-16,29.1480594974956,"NDNF","neuron derived neurotrophic factor"
"204368_at",-1.54627613633357,9.37362652085047,-12.7828046490701,2.23675260802681e-23,1.39222230068887e-21,42.5835705199673,"SLCO2A1","solute carrier organic anion transporter family member 2A1"
"40560_at",-1.54167924883709,9.31962758488785,-16.9071497012007,3.56742584177811e-32,7.87058911211303e-30,62.7172199073647,"TBX2","T-box transcription factor 2"
"200762_at",-1.53806125111612,10.8206076495514,-14.0495989187725,3.63066442915806e-26,3.54833752083022e-24,48.9707906029376,"DPYSL2","dihydropyrimidinase like 2"
"214696_at",-1.53790456411541,8.54362059424299,-12.4634589817394,1.15595916910616e-22,6.70787452218555e-21,40.9503250793558,"MIR22HG","MIR22 host gene"
"203799_at",-1.53727178076777,9.33282707950467,-12.4697746837768,1.11892311456894e-22,6.50991220938375e-21,40.982704802383,"CD302","CD302 molecule"
"203799_at",-1.53727178076777,9.33282707950467,-12.4697746837768,1.11892311456894e-22,6.50991220938375e-21,40.982704802383,"LY75-CD302","LY75-CD302 readthrough"
"219093_at",-1.53583845286453,7.50504789833645,-13.990159827473,4.89002200043188e-26,4.71707187167201e-24,48.6747070693147,"PID1","phosphotyrosine interaction domain containing 1"
"200795_at",-1.53339874230225,11.6703533685327,-13.88920833074,8.11576262198935e-26,7.56667525128823e-24,48.1709754811862,"SPARCL1","SPARC like 1"
"213620_s_at",-1.53223027366398,9.44683306883178,-14.0447800592384,3.71932943798645e-26,3.61911868413328e-24,48.9468005695505,"ICAM2","intercellular adhesion molecule 2"
"205609_at",-1.52902452121112,7.76088561050467,-13.3999663761045,9.59554213759591e-25,7.32251594013868e-23,45.7148257683535,"ANGPT1","angiopoietin 1"
"202345_s_at",-1.52334345592364,9.95744217404673,-9.90810605100164,7.25200423393329e-17,1.8489546017315e-15,27.6845858002506,"FABP5","fatty acid binding protein 5"
"210815_s_at",-1.52209356665869,7.79505050007477,-10.7571613666724,8.3869962323203e-19,2.84889385739014e-17,32.1137976093896,"CALCRL","calcitonin receptor like receptor"
"203543_s_at",-1.52166992920373,7.16413050906542,-10.896786890275,4.0317383894168e-19,1.43742762450199e-17,32.8416008299787,"KLF9","KLF transcription factor 9"
"213069_at",-1.51967840385574,9.57599966545794,-15.3074515227872,7.30041205937975e-29,1.02958912607063e-26,55.1434179505972,"HEG1","heart development protein with EGF like domains 1"
"203088_at",-1.51893968221428,9.37405465176636,-15.1136977584011,1.87743164101352e-28,2.49016721766097e-26,54.204614932801,"FBLN5","fibulin 5"
"218820_at",-1.51402576344476,8.6518601043271,-16.919498334096,3.36770582799183e-32,7.50425889651419e-30,62.7744254615246,"C14orf132","chromosome 14 open reading frame 132"
"206069_s_at",-1.51304482928396,7.06457587505608,-19.2049716288094,1.09871968490038e-36,6.44283440490402e-34,73.0226507125516,"ACADL","acyl-CoA dehydrogenase long chain"
"212950_at",-1.51047410900598,10.8173615342523,-8.36502627446136,2.26901323364783e-13,3.44182586013441e-12,19.7052635949931,"ADGRF5","adhesion G protein-coupled receptor F5"
"205392_s_at",-1.50662577418508,9.66649804078505,-12.2655068670835,3.2127535642387e-22,1.73761620562939e-20,39.9339232785031,"CCL14","C-C motif chemokine ligand 14"
"205392_s_at",-1.50662577418508,9.66649804078505,-12.2655068670835,3.2127535642387e-22,1.73761620562939e-20,39.9339232785031,"CCL15-CCL14","CCL15-CCL14 readthrough (NMD candidate)"
"221796_at",-1.50411410617664,5.71056256829907,-8.58078030349158,7.44338383468506e-14,1.20626125082391e-12,20.8088128378576,"NTRK2","neurotrophic receptor tyrosine kinase 2"
"204442_x_at",-1.49928211081457,6.96091220473832,-12.3730258546603,1.84327546213761e-22,1.03200269152795e-20,40.4863521690556,"LTBP4","latent transforming growth factor beta binding protein 4"
"208983_s_at",-1.49895363676215,9.48991259064486,-16.6114048156706,1.42588020045756e-31,2.8884444097087e-29,61.3413323391753,"PECAM1","platelet and endothelial cell adhesion molecule 1"
"200911_s_at",-1.49805906765236,11.2967382122243,-18.1580238793687,1.14923537517764e-34,4.26806864418056e-32,68.4119748610455,"TACC1","transforming acidic coiled-coil containing protein 1"
"206637_at",-1.49217652550844,6.74618522211215,-13.3329392234326,1.34848068562173e-24,1.01858288534607e-22,45.3764688898681,"P2RY14","purinergic receptor P2Y14"
"213236_at",-1.49039012940641,9.42174955386916,-18.4261294051332,3.44756184812649e-35,1.39676401203277e-32,69.6061925154096,"SASH1","SAM and SH3 domain containing 1"
"215028_at",-1.48982083476496,5.32630067924299,-10.8488887836214,5.18316136023904e-19,1.80745515790621e-17,32.5919800090114,"SEMA6A","semaphorin 6A"
"205384_at",-1.48807723235221,8.02745004619626,-17.1083368303541,1.39878290176346e-32,3.31585951063778e-30,63.646786162301,"FXYD1","FXYD domain containing ion transport regulator 1"
"207850_at",-1.48790808305349,6.80871009000935,-8.32316458183513,2.81510954702577e-13,4.20154628508876e-12,19.4918161999826,"CXCL3","C-X-C motif chemokine ligand 3"
"219140_s_at",-1.48739050157284,7.10273402754206,-9.06793835137953,5.91295421846636e-15,1.12517812852336e-13,23.3184628639103,"RBP4","retinol binding protein 4"
"215382_x_at",-1.48730386996587,9.28209806648598,-7.16489275916082,9.89265770624843e-11,9.78029907255829e-10,13.7007525872377,"TPSAB1","tryptase alpha/beta 1"
"215382_x_at",-1.48730386996587,9.28209806648598,-7.16489275916082,9.89265770624843e-11,9.78029907255829e-10,13.7007525872377,"TPSB2","tryptase beta 2"
"219165_at",-1.47907048254223,8.77131415686916,-14.790857792768,9.14825765522877e-28,1.12624654879261e-25,52.6304374218331,"PDLIM2","PDZ and LIM domain 2"
"205846_at",-1.47618589861788,7.79646357637383,-15.1289541357753,1.74258200775563e-28,2.33915390836257e-26,54.2787003664994,"PTPRB","protein tyrosine phosphatase receptor type B"
"202551_s_at",-1.47550523712949,8.78265739947664,-12.4700471355255,1.11735247858439e-22,6.50991220938375e-21,40.9841015550373,"CRIM1","cysteine rich transmembrane BMP regulator 1"
"203060_s_at",-1.47254273078219,9.88484446146729,-10.7291596870031,9.71470242622271e-19,3.26013123740242e-17,31.9677886154469,"PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2"
"219440_at",-1.47060968472378,7.26858349456075,-17.3937411790183,3.73897281770685e-33,9.32596673949486e-31,64.9565242584394,"RAI2","retinoic acid induced 2"
"209369_at",-1.46998896894089,8.90011490783178,-8.34166551915427,2.55925625544905e-13,3.85063518839779e-12,19.58612189307,"ANXA3","annexin A3"
"202149_at",-1.46499220916855,9.52225911406542,-10.0210694738839,4.00656426887349e-17,1.06283656670605e-15,28.2736277146876,"NEDD9","neural precursor cell expressed, developmentally down-regulated 9"
"203914_x_at",-1.46484020800528,9.96470161405608,-7.04273209080745,1.80861995458843e-10,1.70048432270439e-09,13.1061598230572,"HPGD","15-hydroxyprostaglandin dehydrogenase"
"210084_x_at",-1.46288145483286,9.26077253011215,-7.51526698080077,1.72192812900676e-11,1.93786487366958e-10,15.4254542749548,"TPSAB1","tryptase alpha/beta 1"
"210084_x_at",-1.46288145483286,9.26077253011215,-7.51526698080077,1.72192812900676e-11,1.93786487366958e-10,15.4254542749548,"TPSB2","tryptase beta 2"
"217897_at",-1.46265588558586,8.84487255570093,-17.6499752042469,1.15381632152515e-33,3.29621655032626e-31,66.1234314887269,"FXYD6","FXYD domain containing ion transport regulator 6"
"209841_s_at",-1.45953624165553,7.80669257509346,-18.5507957989706,1.97568146902013e-35,8.30643588191993e-33,70.1583209831867,"LRRN3","leucine rich repeat neuronal 3"
"212448_at",-1.45649083792823,8.98933784566355,-12.9388358573813,1.00566288243669e-23,6.59093706156961e-22,43.3784677090014,"NEDD4L","NEDD4 like E3 ubiquitin protein ligase"
"205498_at",-1.4553795173589,6.06483087250467,-13.8555788534064,9.61006828937752e-26,8.66968225474491e-24,48.0029308352474,"GHR","growth hormone receptor"
"203562_at",-1.45249988599296,8.84849364971028,-16.6181945892386,1.38106757411861e-31,2.84034635884255e-29,61.3730456715466,"FEZ1","fasciculation and elongation protein zeta 1"
"218309_at",-1.44958946551337,9.90775664283178,-9.03201886805213,7.13152722544056e-15,1.33876850180701e-13,23.1327070461708,"CAMK2N1","calcium/calmodulin dependent protein kinase II inhibitor 1"
"204579_at",-1.44925899378395,7.1009250096729,-17.7252620278999,8.1807802085414e-34,2.46340980252605e-31,66.4646775213832,"FGFR4","fibroblast growth factor receptor 4"
"204446_s_at",-1.44711070886489,9.40479696019626,-9.2064008457638,2.86928192079685e-15,5.68827482572209e-14,24.035396678315,"ALOX5","arachidonate 5-lipoxygenase"
"204570_at",-1.44603863017594,8.16917957741122,-15.165682372453,1.45650629902833e-28,1.97898352812489e-26,54.4569398263821,"COX7A1","cytochrome c oxidase subunit 7A1"
"205471_s_at",-1.44287151354574,6.42436677415888,-14.1390171384708,2.32136878018943e-26,2.36196623419914e-24,49.4154921271973,"DACH1","dachshund family transcription factor 1"
"202995_s_at",-1.44265905894089,9.56500555357009,-9.29019880715851,1.85133262690153e-15,3.78123234878523e-14,24.469913030377,"FBLN1","fibulin 1"
"205608_s_at",-1.44251727804363,8.19999253531776,-14.3366332827892,8.66569572181709e-27,9.28354316198318e-25,50.3951935248222,"ANGPT1","angiopoietin 1"
"221667_s_at",-1.43417538195215,8.95012553640187,-13.3384093994958,1.31152786020257e-24,9.9403997649299e-23,45.4040989072734,"HSPB8","heat shock protein family B (small) member 8"
"217437_s_at",-1.43346001785749,7.08924661246729,-16.3674286038153,4.50885890842441e-31,8.44293302995136e-29,60.1978867636918,"TACC1","transforming acidic coiled-coil containing protein 1"
"208944_at",-1.4308071304831,10.6608810043271,-13.7594620006312,1.55878407177702e-25,1.34629401051967e-23,47.5219887335191,"TGFBR2","transforming growth factor beta receptor 2"
"202468_s_at",-1.42791390312808,9.33398318428037,-14.0382880274382,3.84222840972634e-26,3.72245111538835e-24,48.9144769298581,"CTNNAL1","catenin alpha like 1"
"205407_at",-1.42663410847818,7.55978496511215,-13.3181035770299,1.45404708525487e-24,1.07642960799782e-22,45.3015191414757,"RECK","reversion inducing cysteine rich protein with kazal motifs"
"204437_s_at",-1.42617127868332,10.7164163826916,-7.20218482458834,8.22299832318085e-11,8.21304668917252e-10,13.8829906521919,"FOLR1","folate receptor alpha"
"213169_at",-1.42605157942611,8.16403252629907,-16.8129158937514,5.5407210572266e-32,1.19867851765224e-29,62.2800335878042,"SEMA5A","semaphorin 5A"
"204897_at",-1.42360030385714,8.72748840811215,-10.3284297866632,7.96964024958808e-18,2.37099457518787e-16,29.8771944759867,"PTGER4","prostaglandin E receptor 4"
"203821_at",-1.42352157808515,9.30575412636449,-11.4152034556604,2.67240296698655e-20,1.15405339754576e-18,35.538676669538,"HBEGF","heparin binding EGF like growth factor"
"209031_at",-1.42309056939479,10.2859846287944,-8.34935398024329,2.4598668479319e-13,3.71111800761452e-12,19.6253258318822,"CADM1","cell adhesion molecule 1"
"211922_s_at",-1.42192688404258,9.42075256479439,-17.0127536568212,2.1809707862266e-32,5.01016206489561e-30,63.2058020849898,"CAT","catalase"
"201058_s_at",-1.42181975135398,9.92967268139252,-10.4836090724761,3.52684986617503e-18,1.0945514703061e-16,30.6869165744624,"MYL9","myosin light chain 9"
"205656_at",-1.42142578103977,9.59571519892523,-13.5913355191938,3.64091813091072e-25,2.91836614068646e-23,46.6784435570342,"PCDH17","protocadherin 17"
"202177_at",-1.4188983674233,8.48410591652337,-13.4012421777351,9.53363644212467e-25,7.30027563023587e-23,45.7212618637484,"GAS6","growth arrest specific 6"
"202222_s_at",-1.41744612470654,6.8742239472243,-12.7923285452976,2.13010580773636e-23,1.32955595836945e-21,42.6321498607741,"DES","desmin"
"218775_s_at",-1.41400747101618,7.5708230298972,-13.8475043583591,1.00082213309547e-25,8.99246757732511e-24,47.9625653625971,"WWC2","WW and C2 domain containing 2"
"206093_x_at",-1.41175062901548,9.51186562436449,-17.8299184952839,5.07823571889577e-34,1.61654752177363e-31,66.9378250284306,"TNXA","tenascin XA (pseudogene)"
"206093_x_at",-1.41175062901548,9.51186562436449,-17.8299184952839,5.07823571889577e-34,1.61654752177363e-31,66.9378250284306,"TNXB","tenascin XB"
"209355_s_at",-1.41053031372484,9.04345165925234,-12.2841408161778,2.9176514941395e-22,1.59739627134915e-20,40.0297245062134,"PLPP3","phospholipid phosphatase 3"
"212372_at",-1.4068243571397,10.7594130472056,-12.962412745678,8.91405814894133e-24,5.94706460278023e-22,43.498394623548,"MYH10","myosin heavy chain 10"
"207294_at",-1.40614558249543,5.79599712508411,-9.98298315133615,4.89396177709526e-17,1.28296647387075e-15,28.07500095007,"AGTR2","angiotensin II receptor type 2"
"220994_s_at",-1.40548428456861,7.54106095333645,-17.7017791383266,9.10631789993151e-34,2.70554775685565e-31,66.3583174496413,"STXBP6","syntaxin binding protein 6"
"205798_at",-1.40529947635785,10.4462485832804,-9.57168940836395,4.23843921348464e-16,9.63725928511002e-15,25.9324071014149,"IL7R","interleukin 7 receptor"
"203542_s_at",-1.40361429156158,8.85131525991589,-11.2155327830519,7.59081728029962e-20,3.08098691178354e-18,34.5010468029418,"KLF9","KLF transcription factor 9"
"213844_at",-1.40245705602886,8.98972077458878,-15.0296834097743,2.83164297842115e-28,3.68991230924904e-26,53.7961424094345,"HOXA5","homeobox A5"
"201842_s_at",-1.40225880235749,10.8418778718692,-9.89175512525162,7.90223949501371e-17,2.00781759027811e-15,27.599346990469,"EFEMP1","EGF-like fibulin extracellular matrix protein 1"
"218717_s_at",-1.39749865048593,8.58462199304673,-14.149248788507,2.20567718473096e-26,2.25729081376361e-24,49.4663216753786,"P3H2","prolyl 3-hydroxylase 2"
"201150_s_at",-1.39055497804645,10.915136228486,-10.5943582369324,1.97141126980235e-18,6.30257637374544e-17,31.2647128289462,"TIMP3","TIMP metallopeptidase inhibitor 3"
"202068_s_at",-1.38945718912597,9.73748914437383,-10.9707637223511,2.73555906590136e-19,1.00257339910329e-17,33.2270149679264,"LDLR","low density lipoprotein receptor"
"221911_at",-1.38164135524631,8.58064085338318,-8.32063759279832,2.85197754797924e-13,4.24519810966075e-12,19.4789387615477,"ETV1","ETS variant transcription factor 1"
"208335_s_at",-1.37980097785327,8.65873369937383,-9.40004942626544,1.04183271355184e-15,2.20886378269036e-14,25.040155945675,"ACKR1","atypical chemokine receptor 1 (Duffy blood group)"
"203962_s_at",-1.37813125329803,9.01596426746729,-7.92197838117781,2.19825568012579e-12,2.82816000694244e-11,17.4588743729717,"NEBL","nebulette"
"208790_s_at",-1.37615982060063,7.44965212859813,-12.0572534336189,9.44639863752845e-22,4.87254863055663e-20,38.8615846476823,"CAVIN1","caveolae associated protein 1"
"201809_s_at",-1.37575250640747,9.16812621748598,-15.1148565903039,1.86683059909105e-28,2.49016721766097e-26,54.2102432299353,"ENG","endoglin"
"38037_at",-1.37518073048135,7.84632363824299,-11.0012203994709,2.33194220430456e-19,8.58887076669729e-18,33.3856478939682,"HBEGF","heparin binding EGF like growth factor"
"202672_s_at",-1.37353417988776,9.80503754428037,-6.22514130475164,9.28569375081206e-09,6.52311203812564e-08,9.23433627010614,"ATF3","activating transcription factor 3"
"201432_at",-1.37352734170936,11.4986419791402,-16.9045435190462,3.61107632624106e-32,7.88878566447349e-30,62.7051441587449,"CAT","catalase"
"219719_at",-1.36397313661084,8.57418329919626,-21.3514421207915,1.21827773105804e-40,2.58713780765492e-37,82.0380762022493,"HIGD1B","HIG1 hypoxia inducible domain family member 1B"
"219476_at",-1.36370997021464,9.94531914736449,-7.73618560142918,5.6488665909228e-12,6.82982605781512e-11,16.5261673004774,"C1orf116","chromosome 1 open reading frame 116"
"202994_s_at",-1.36240503807001,9.45934960049533,-12.7338318584318,2.87587397866442e-23,1.78504456452867e-21,42.3336497020589,"FBLN1","fibulin 1"
"210067_at",-1.36133357792153,5.68401662424299,-9.00453509125063,8.23043985206147e-15,1.53471875500825e-13,22.990643783549,"AQP4","aquaporin 4"
"221031_s_at",-1.35847440031703,8.11336520115888,-9.46213412636193,7.52618460847449e-16,1.64095862652287e-14,25.3627319777751,"APOLD1","apolipoprotein L domain containing 1"
"217757_at",-1.35807322788881,12.6667764499065,-12.7062991190001,3.31264127245503e-23,2.0447530602248e-21,42.1930546018867,"A2M","alpha-2-macroglobulin"
"203373_at",-1.35801071442224,8.76433891103738,-9.77739331136345,1.44051548563981e-16,3.51577289885125e-15,27.0033600854733,"SOCS2","suppressor of cytokine signaling 2"
"205624_at",-1.35450770550352,10.0421822591589,-8.64726336163948,5.27454414205048e-14,8.77764504236825e-13,21.1499460766112,"CPA3","carboxypeptidase A3"
"209710_at",-1.35310338959641,7.56804403939252,-14.5685412836633,2.74155247874258e-27,3.19843004627334e-25,51.5393516500694,"GATA2","GATA binding protein 2"
"211986_at",-1.35162692453448,11.4079468147383,-13.8342383752955,1.06986556173963e-25,9.53592572489765e-24,47.8962321389931,"AHNAK","AHNAK nucleoprotein"
"213067_at",-1.34814698800387,7.27865832894393,-8.46514407565354,1.35358431887085e-13,2.11662592122099e-12,20.2166551991147,"MYH10","myosin heavy chain 10"
"205290_s_at",-1.34581719104751,8.56687766737383,-8.88594845343897,1.5265292857406e-14,2.74098727430764e-13,22.3783814749518,"BMP2","bone morphogenetic protein 2"
"212254_s_at",-1.34206047597431,10.2075805139065,-11.9932404064124,1.31674838344298e-21,6.66843277914999e-20,38.5313795095762,"DST","dystonin"
"210619_s_at",-1.33572790320901,8.32383425117757,-12.957635877369,9.13451970251917e-24,6.05787209914389e-22,43.4741004394817,"HYAL1","hyaluronidase 1"
"201328_at",-1.33205126392717,9.59495176201869,-10.6484846037031,1.48371477873791e-18,4.8763446039258e-17,31.5470489982941,"ETS2","ETS proto-oncogene 2, transcription factor"
"217023_x_at",-1.32961405544934,9.47610839982243,-8.22334775509838,4.70375896803797e-13,6.78846250549158e-12,18.9838093233717,"TPSAB1","tryptase alpha/beta 1"
"217023_x_at",-1.32961405544934,9.47610839982243,-8.22334775509838,4.70375896803797e-13,6.78846250549158e-12,18.9838093233717,"TPSB2","tryptase beta 2"
"204519_s_at",-1.32926098300845,8.79334239059813,-12.3762129707014,1.813191646061e-22,1.01771661081051e-20,40.5027144025315,"PLLP","plasmolipin"
"209810_at",-1.32809438674771,12.9561501578411,-5.65390397258877,1.28448605887777e-07,7.47120930565736e-07,6.6637099143586,"SFTPB","surfactant protein B"
"220037_s_at",-1.32754148530507,5.96912849701869,-12.5411532204441,7.74574905058649e-23,4.56609857392113e-21,41.3484364045504,"LYVE1","lymphatic vessel endothelial hyaluronan receptor 1"
"200904_at",-1.32684284182266,10.9300391001869,-12.0646732872783,9.08982176771468e-22,4.69950112412961e-20,38.8998418492836,"HLA-E","major histocompatibility complex, class I, E"
"202587_s_at",-1.32564504967241,9.16981458084112,-10.7621471810479,8.17040015627714e-19,2.77955765927211e-17,32.1397935484039,"AK1","adenylate kinase 1"
"212450_at",-1.32372800968016,8.59590852495327,-11.8086114279267,3.43689462398706e-21,1.65766932697627e-19,37.5775387923494,"SECISBP2L","SECIS binding protein 2 like"
"204154_at",-1.31512775022379,6.7545974876729,-14.5098194477461,3.66696011346791e-27,4.19030113889258e-25,51.2502112824513,"CDO1","cysteine dioxygenase type 1"
